goods_no,goods_nm,gender,item_cat_cd,d_cat_nm,full_nm,imgurl
3433722,맑음 공기청정기 MP18H13 18평형,U,12028005,공기청정기,Digital/Tech > 생활가전 > 공기청정기,https://image.msscdn.net/thumbnails/images/goods_img/20230728/3433722/3433722_16905336291742_500.jpg
2101079,FLEECE STADIUM JACKET [MUSTARD],W,29007006,플리스,Clothing > 점퍼/재킷 > 플리스,https://image.msscdn.net/thumbnails/images/goods_img/20210831/2101079/2101079_1_500.png
5098664,코튼풋 발을씻자 풋샴푸 리필 500ml 레몬+자몽+쿨링,U,15010012,풋,Beauty > 바디케어 > 풋,https://image.msscdn.net/thumbnails/images/goods_img/20250509/5098664/5098664_17467719822714_500.jpg
5248255,프릴 디테일 플루이드 스트랩 탑,W,29001003,나시/민소매 티셔츠,Clothing > 티셔츠 > 나시/민소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20250715/5248255/5248255_17525599059756_500.jpg
1525347,스트라이크 긴팔 셔츠 (스톰),M,29002001,캐주얼 셔츠,Clothing > 셔츠/남방 > 캐주얼 셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20200723/1525347/1525347_1_500.jpg
3111061,이지 나시 2종세트,W,27012005,나시/민소매 티셔츠,Sportswear > 상의 > 나시/민소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20230227/3111061/3111061_16774871938273_500.jpg
4879380,스탠다드 오버핏 2WAY 후드집업_그레이,W,29006,후드 집업,Clothing > 후드 집업,https://image.msscdn.net/thumbnails/images/goods_img/20250311/4879380/4879380_17416657719310_500.jpg
4795351,LALA J 목걸이 (JJLJNQ5B2308SW420),W,25003,목걸이,Jewelry > 목걸이,https://image.msscdn.net/thumbnails/images/goods_img/20250217/4795351/4795351_17478929534003_500.jpg
5219985,9C9C 패치 맥세이프 범퍼 젤하드 케이스_클로버,U,12022002,휴대폰 케이스,Digital/Tech > 휴대폰 > 휴대폰 케이스,https://image.msscdn.net/thumbnails/images/goods_img/20250702/5219985/5219985_17514243441362_500.jpg
5041009,벌룬아이스라운지원피스_IBR5UJ601,M,31001001,반소매 티셔츠,Kids > 상의 > 반소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20250417/5041009/5041009_17448829555624_500.jpg
4520989,VOLUME POCKET KNIT ZIP UP IN NAVY,W,29004,니트/스웨터,Clothing > 니트/스웨터,https://image.msscdn.net/thumbnails/images/goods_img/20241015/4520989/4520989_17289849264559_500.jpg
5247997,베이직 슬림핏 숏 슬리브 (5colors),W,27012007,반소매 티셔츠,Sportswear > 상의 > 반소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20250715/5247997/5247997_17525575935042_500.jpg
3843107,Essential Socks (Long) - White,W,8001003,중목/장목 양말,Socks/Legwear > 양말 > 중목/장목 양말,https://image.msscdn.net/thumbnails/images/goods_img/20240202/3843107/3843107_17072147189615_500.jpg
4622048,백티쓰(왁스드화이트),M,5025005,패션스니커즈화,Shoes > 스니커즈 > 패션스니커즈화,https://image.msscdn.net/thumbnails/images/goods_img/20241119/4622048/4622048_17319438223579_500.jpg
4033978,남성 등판 타공 포인트 반팔 티셔츠 (DP22MFTS41),M,27012009,피케/카라 티셔츠,Sportswear > 상의 > 피케/카라 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20240408/4033978/4033978_17125410981488_500.jpg
3801667,수피마 엠브로이더리 베이직 로고 반팔 티셔츠 [화이트],W,29001001,반소매 티셔츠,Clothing > 티셔츠 > 반소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20240117/3801667/3801667_17060961153505_500.jpg
2126792,DIAMOND PATTERN KNIT ONEPIECE [GREEN CHECK],W,29013001,맥시 원피스,Clothing > 원피스 > 맥시 원피스,https://image.msscdn.net/thumbnails/images/goods_img/20210913/2126792/2126792_2_500.png
2457491,W 로고 프린트 스웨트셔츠 - 네이비,W,29001005,맨투맨/스웨트셔츠,Clothing > 티셔츠 > 맨투맨/스웨트셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20220330/2457491/2457491_1_500.jpg
3287456,SNE583P1,M,6004,쿼츠 아날로그,Watch > 쿼츠 아날로그,https://image.msscdn.net/thumbnails/images/goods_img/20230510/3287456/3287456_16836990106658_500.jpg
5172796,Leopard Trail T-Shirt_[Purple],M,29001001,반소매 티셔츠,Clothing > 티셔츠 > 반소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20250609/5172796/5172796_17497925792533_500.jpg
4334427,로맨틱 리본-그린(에어팟프로-하드),U,12021007,음향기기 액세서리,Digital/Tech > 음향가전 > 음향기기 액세서리,https://image.msscdn.net/thumbnails/images/goods_img/20240815/4334427/4334427_17237281018323_500.jpg
2863418,그린속플라워 아트 코튼 블랭킷,U,36003010,담요/블랭킷,Life > 침구 > 담요/블랭킷,https://image.msscdn.net/thumbnails/images/goods_img/20221014/2863418/2863418_1_500.jpg
1889090,Aquila Pleasant basic - Black Pink,M,29007007,나일론/코치 재킷,Clothing > 점퍼/재킷 > 나일론/코치 재킷,https://image.msscdn.net/thumbnails/images/goods_img/20210408/1889090/1889090_3_500.jpg
5015713,리본 스트링 윤슬 짐색 [ICE GREY],W,4001,백팩,Bag > 백팩,https://image.msscdn.net/thumbnails/images/goods_img/20250411/5015713/5015713_17522189141457_500.jpg
5315971,STRIPE TUCK SHIRT [CHARCOAL],W,29002001,캐주얼 셔츠,Clothing > 셔츠/남방 > 캐주얼 셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20250812/5315971/5315971_17556858849717_500.jpg
2601234,남성 서핑 데이브 티셔츠,M,26005,잠옷,Underwear > 잠옷,https://image.msscdn.net/thumbnails/images/goods_img/20220607/2601234/2601234_1_500.jpg
3093794,3M 스티치 트랙 팬츠(FF31KP61U_240),M,29015005,조거 팬츠,Clothing > 바지 > 조거 팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20230220/3093794/3093794_16768755360824_500.jpg
3222611,클래식 패디드 봄버 재킷 - 화이트:부티크블루 / CRTWXOUW014PLY0017479,M,29010002,숏 패딩/숏 헤비 아우터,Clothing > 패딩/헤비 아우터 > 숏 패딩/숏 헤비 아우터,https://image.msscdn.net/thumbnails/images/goods_img/20230411/3222611/3222611_16830839661467_500.jpg
4706783,퓨처 8 플레이 TT,M,32009004,터프화,Sportsshoes > 축구화 > 터프화,https://image.msscdn.net/thumbnails/images/goods_img/20250109/4706783/4706783_17370757992789_500.jpg
2061695,[ISS001-7]쿨 에티튜드 코튼 아노락 - 네이비,W,29005,기타 상의,Clothing > 기타 상의,https://image.msscdn.net/thumbnails/images/goods_img/20210812/2061695/2061695_1_500.jpg
4403179,보나백 33 - 브라운,W,4002,메신저/크로스 백,Bag > 메신저/크로스 백,https://image.msscdn.net/thumbnails/images/goods_img/20240904/4403179/4403179_17270747806360_500.jpg
3743278,시그니처 오버핏 후리스 그린,M,29007006,플리스,Clothing > 점퍼/재킷 > 플리스,https://image.msscdn.net/thumbnails/images/goods_img/20231204/3743278/3743278_17083261857306_500.jpg
4425118,스몰 트위치 머플러 블랙 LK2404MU01BK,M,31018002,머플러,Kids > 액세서리 > 머플러,https://image.msscdn.net/thumbnails/images/goods_img/20240910/4425118/4425118_17267128879878_500.jpg
3889097,써클 LED 책상 스탠드,U,36002002,단스탠드,Life > 조명 > 단스탠드,https://image.msscdn.net/thumbnails/images/goods_img/20240221/3889097/3889097_17267164708734_500.jpg
4622609,BB382,M,26004001,드로즈,Underwear > 남성 팬티 > 드로즈,https://image.msscdn.net/thumbnails/images/goods_img/20241119/4622609/4622609_17319835738246_500.jpg
2233722,소피문방구 빈티지핑크체크 인서트케이스,U,12022002,휴대폰 케이스,Digital/Tech > 휴대폰 > 휴대폰 케이스,https://image.msscdn.net/thumbnails/images/goods_img/20211115/2233722/2233722_1_500.jpg
4865777,챙배색 레터링 볼캡 - 베이지(QQ123ACP31),M,7001001,볼캡,Headwear > 캡/야구 모자 > 볼캡,https://image.msscdn.net/thumbnails/images/goods_img/20250306/4865777/4865777_17458267697827_500.jpg
4947675,Wakeup(Beige),W,9001001,패션 선글라스,Eyewear > 선글라스 > 패션 선글라스,https://image.msscdn.net/thumbnails/images/goods_img/20250326/4947675/4947675_17429672638902_500.jpg
4956343,루즈 스트레이트 코튼팬츠_크림,M,29015001,코튼 팬츠,Clothing > 바지 > 코튼 팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20250328/4956343/4956343_17431265234072_500.jpg
3965496,CASUAL SET TROUSERS - NAVY (P242MPT533),M,29015007,기타 바지,Clothing > 바지 > 기타 바지,https://image.msscdn.net/thumbnails/images/goods_img/20240319/3965496/3965496_17108329063390_500.jpg
2321268,홈카페 액자 인테리어 포스터 / 110번 아베크 파리 2,M,36012005,기타 홈인테리어,Life > 홈인테리어 > 기타 홈인테리어,https://image.msscdn.net/thumbnails/images/goods_img/20220121/2321268/2321268_1_500.jpg
4410472,오브에 럭비 니트 (2color),W,29004,니트/스웨터,Clothing > 니트/스웨터,https://image.msscdn.net/thumbnails/images/goods_img/20240905/4410472/4410472_17452894544832_500.jpg
2442745,베이직 더블코튼 무지 후드 집업 AZH540 (5 COLOR),M,29006,후드 집업,Clothing > 후드 집업,https://image.msscdn.net/thumbnails/images/goods_img/20220324/2442745/2442745_1_500.jpg
4274078,레아 브라렛,W,26001002,브라렛,Underwear > 브래지어 > 브라렛,https://image.msscdn.net/thumbnails/images/goods_img/20240725/4274078/4274078_17303667688309_500.jpg
3811064,[에센셜] 빅 크로스백_Beige,M,17045002,메신저/크로스 백,Sports/Goods > 일반 스포츠 가방 > 메신저/크로스 백,https://image.msscdn.net/thumbnails/images/goods_img/20240122/3811064/3811064_17058826680293_500.jpg
3121514,블루밍 스트라이프 파자마 [커플] 2SET 3C,M,26005,잠옷,Underwear > 잠옷,https://image.msscdn.net/thumbnails/images/goods_img/20230303/3121514/3121514_16783249550157_500.jpg
4795222,사이드턱 포인트 와이드 트레이닝팬츠 4COLOR,M,29015004,트레이닝 팬츠,Clothing > 바지 > 트레이닝 팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20250217/4795222/4795222_17397750588638_500.jpg
2051768,[만년형]  하프 다이어리 스탠다드 라지,U,36026001,다이어리/플래너,Life > 사무용품 > 다이어리/플래너,https://image.msscdn.net/thumbnails/images/goods_img/20210806/2051768/2051768_1_500.jpg
3221556,SP 갓블레스 컬러 로고 티셔츠-화이트,W,29001001,반소매 티셔츠,Clothing > 티셔츠 > 반소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20230410/3221556/3221556_17191363842681_500.jpg
4961645,RETRO RADIO T-SHIRT WHITE,M,29001001,반소매 티셔츠,Clothing > 티셔츠 > 반소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20250329/4961645/4961645_17432304874999_500.jpg
3260197,Beach Short - Black,M,29015006,숏팬츠,Clothing > 바지 > 숏팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20230425/3260197/3260197_16824879202194_500.jpg
2370529,[복잡한 내 마음] 파우치 pouch,W,4013001,패션 파우치,Bag > 파우치 백 > 패션 파우치,https://image.msscdn.net/thumbnails/images/goods_img/20220218/2370529/2370529_1_500.jpg
3464468,프린팅 롱 슬리브 티셔츠 WH,W,29001002,긴소매 티셔츠,Clothing > 티셔츠 > 긴소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20230814/3464468/3464468_17230073984002_500.jpg
4726904,CONDUCTOR BACKPACK - NAVY,M,4001,백팩,Bag > 백팩,https://image.msscdn.net/thumbnails/images/goods_img/20250117/4726904/4726904_17375328643484_500.jpg
4177643,The Faux Fur Shoulder Strap_Sunkissed_MBAAS23001BRX,W,4012,가방 소품,Bag > 가방 소품,https://image.msscdn.net/thumbnails/images/goods_img/20240605/4177643/4177643_17177499118677_500.jpg
4971306,[JP Line]슈퍼 와이드 커브 더블니 페인터 팬츠,M,29015002,청/데님 팬츠,Clothing > 바지 > 청/데님 팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20250401/4971306/4971306_17436577535621_500.jpg
4858717,pattern puppy home sweet [에폭시 범퍼케이스],U,12022002,휴대폰 케이스,Digital/Tech > 휴대폰 > 휴대폰 케이스,https://image.msscdn.net/thumbnails/images/goods_img/20250305/4858717/4858717_17411394987441_500.jpg
5258985,리조트 크로쉐 폴로 니트 - 베이지:화이트 / KE5834,M,29004,니트/스웨터,Clothing > 니트/스웨터,https://image.msscdn.net/thumbnails/images/goods_img/20250721/5258985/5258985_17531463808055_500.jpg
4606912,하트락 미니백 (실버),W,4002,메신저/크로스 백,Bag > 메신저/크로스 백,https://image.msscdn.net/thumbnails/images/goods_img/20241112/4606912/4606912_17435083956672_500.jpg
4820215,소프트 브러쉬 V 넥 니트 스카이블루,W,29004,니트/스웨터,Clothing > 니트/스웨터,https://image.msscdn.net/thumbnails/images/goods_img/20250223/4820215/4820215_17402896346550_500.jpg
4167631,엑티브 레귤러핏 세미크롭 집업 래쉬가드 A4BL1QR47DPL,W,27009006,래시가드 상의,Sportswear > 비치웨어 > 래시가드 상의,https://image.msscdn.net/thumbnails/images/goods_img/20240530/4167631/4167631_17212015151703_500.jpg
3700471,Clover Pattern Knit Culotte_Navy,W,27004001,미니스커트,Sportswear > 스커트 > 미니스커트,https://image.msscdn.net/thumbnails/images/goods_img/20231109/3700471/3700471_16995099296627_500.jpg
2145017,Worldwide Emergency Backbone Dna Hoodie (Black),M,29001006,후드 티셔츠,Clothing > 티셔츠 > 후드 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20210924/2145017/2145017_1_500.jpg
4789760,APPLIQUE LOGO SWEATSHIRT / BLACK,W,29001005,맨투맨/스웨트셔츠,Clothing > 티셔츠 > 맨투맨/스웨트셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20250214/4789760/4789760_17407580293132_500.jpg
3939868,[BLACK LABEL] 수피마 라운드넥 포켓 반팔 티셔츠 화이트 (오버핏),M,29001001,반소매 티셔츠,Clothing > 티셔츠 > 반소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20240311/3939868/3939868_17168752783970_500.jpg
464788,세인트갤러리 아이폰7/7플러스 아트 케이스 [SAINT Michael by 이진용],M,12022002,휴대폰 케이스,Digital/Tech > 휴대폰 > 휴대폰 케이스,https://image.msscdn.net/thumbnails/images/goods_img/20161219/464788/464788_1_500.jpg
3533205,워싱 와이드 데님 팬츠 옐로우,W,29015002,청/데님 팬츠,Clothing > 바지 > 청/데님 팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20230906/3533205/3533205_16939284073076_500.jpg
4832284,남성 담보루 트레이닝 팬츠 (D/GREY),M,27013011,트레이닝 팬츠,Sportswear > 하의 > 트레이닝 팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20250225/4832284/4832284_17404698877645_500.jpg
2315134,컬러링 포스터-스위스 (POS209),W,31028002,미술 놀이,Kids > 놀이 > 미술 놀이,https://image.msscdn.net/thumbnails/images/goods_img/20220119/2315134/2315134_1_500.jpg
4114354,JERSEY STRAIGHT FIT SKIRT IN BLACK,W,29014002,미디스커트,Clothing > 스커트 > 미디스커트,https://image.msscdn.net/thumbnails/images/goods_img/20240508/4114354/4114354_17151545062908_500.png
3660404,글렌(GLEN) 디테쳐블 와이드 팬츠 BEIGE,M,27013003,기타 바지,Sportswear > 하의 > 기타 바지,https://image.msscdn.net/thumbnails/images/goods_img/20231026/3660404/3660404_16982872703876_500.jpg
3740679,RC We Glow LOGO BALLCAP PINK,M,7001001,볼캡,Headwear > 캡/야구 모자 > 볼캡,https://image.msscdn.net/thumbnails/images/goods_img/20231201/3740679/3740679_17013970854320_500.jpg
1770107,Flow & Other Flow - Necklace 04,W,25003,목걸이,Jewelry > 목걸이,https://image.msscdn.net/thumbnails/images/goods_img/20210131/1770107/1770107_1_500.jpg
5215789,원피스 수영복 GPLS-41,W,27006010,원피스수영복,Sportswear > 수영복 > 원피스수영복,https://image.msscdn.net/thumbnails/images/goods_img/20250701/5215789/5215789_17513323113250_500.jpg
5243859,글라이드 섀도우 스틱 (4 Colors),W,15028004,아이섀도,Beauty > 아이 메이크업 > 아이섀도,https://image.msscdn.net/thumbnails/images/goods_img/20250711/5243859/5243859_17522192890467_500.png
4059004,버뮤다 와이드 원턱 카고 데님 쇼츠_3COLOR,W,29015006,숏팬츠,Clothing > 바지 > 숏팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20240416/4059004/4059004_17519549583393_500.jpg
4520625,셀 글레어 W(30999208),W,32004001,로우화,Sportsshoes > 러닝화 > 로우화,https://image.msscdn.net/thumbnails/images/goods_img/20241015/4520625/4520625_17289813970323_500.jpg
5282399,LACE FRILL DRESS / WHITE,W,29013003,미니 원피스,Clothing > 원피스 > 미니 원피스,https://image.msscdn.net/thumbnails/images/goods_img/20250730/5282399/5282399_17549066407114_500.jpg
1208464,TSW 스몰 로고 스웨트셔츠 블루,W,29001005,맨투맨/스웨트셔츠,Clothing > 티셔츠 > 맨투맨/스웨트셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20191031/1208464/1208464_1_500.jpg
4065131,피그먼트 버뮤다 쇼츠 3 color,M,27013005,숏팬츠,Sportswear > 하의 > 숏팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20240418/4065131/4065131_17134011036127_500.jpg
5234739,[뜨왈드주이][H.Toile] 시그니처 H 뜨왈 자카드 토트겸 숄더백 M,W,4003,숄더백,Bag > 숄더백,https://image.msscdn.net/thumbnails/images/goods_img/20250709/5234739/5234739_17520386243435_500.jpg
4064989,에드하디 선글라스(EDS5895 GOLD 61),M,9001001,패션 선글라스,Eyewear > 선글라스 > 패션 선글라스,https://image.msscdn.net/thumbnails/images/goods_img/20240418/4064989/4064989_17546281182659_500.jpg
